Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1894.0,3.0,22.0,10.0,23.0,,4.0,1.0,7.9,0.0,JAPAN,SE. HOKKAIDO ISLAND,42.5,146.0,4.0,20.0,2.0,1.5,1.0,,,6.0,,2.0,,99.0
1948.0,6.0,1.0,18.0,58.0,18.0,3.0,1.0,6.3,0.0,INDONESIA,OFF NORTHWEST COAST,6.0,95.0,,1.0,-0.5,0.0,,,,,,,,
1938.0,11.0,6.0,8.0,53.0,53.0,4.0,1.0,7.5,0.0,JAPAN,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,15.0,0.4,-0.5,,,,,,,,
1914.0,3.0,14.0,,,,-1.0,0.0,,0.0,INDONESIA,INDONESIA,,,,0.0,,,,,,,,,,
1957.0,11.0,1.0,5.0,0.0,,-1.0,9.0,,0.0,USA,HAWAII,,,0.1,5.0,,-3.0,,,,,,,,
1930.0,9.0,11.0,9.0,52.0,,4.0,6.0,,1.0,ITALY,STROMBOLI ISLAND,38.789,15.213,2.5,1.0,,3.0,6.0,,,20.0,,2.0,,
1831.0,12.0,3.0,23.0,40.0,,1.0,1.0,,0.0,TRINIDAD AND TOBAGO,TRINIDAD & ST. CHRISTOPHER,12.4,-61.5,,2.0,,,,,,,,,,
1952.0,3.0,9.0,17.0,4.0,0.0,4.0,1.0,7.0,0.0,JAPAN,SE. HOKKAIDO ISLAND,41.7,143.6,0.3,4.0,-1.7,-2.0,,,,17.0,,2.0,113.0,
1978.0,3.0,23.0,0.0,31.0,2.1,4.0,1.0,6.8,0.0,RUSSIA,S. KURIL ISLANDS,44.209,148.971,0.17,4.0,-2.3,-1.5,,,,,,,,
1939.0,12.0,21.0,21.0,0.0,40.0,3.0,1.0,8.0,0.0,INDONESIA,N. MOLUCCAS ISLANDS,0.0,123.0,,2.0,,,,,,,,2.0,,
1994.0,10.0,4.0,13.0,22.0,55.8,4.0,1.0,8.3,2.0,RUSSIA,S. KURIL ISLANDS,43.773,147.321,10.4,118.0,2.3,2.6,11.0,,,382.0,,3.0,,
1817.0,1.0,1.0,,,,1.0,1.0,,0.0,GREECE,IONIAN SEA,,,,0.0,,,,,,,,,,
1888.0,6.0,5.0,,,,1.0,1.0,,0.0,URUGUAY,LA PLATA RIVER,-34.5,-57.9,,0.0,,,,,,,,,,
1933.0,6.0,18.0,21.0,37.0,0.0,4.0,1.0,7.1,0.0,JAPAN,SANRIKU,38.1,142.4,0.2,8.0,-2.3,,,,,,,,,
1812.0,12.0,21.0,19.0,0.0,,4.0,3.0,7.5,0.0,USA,S. CALIFORNIA,34.2,-119.9,3.4,4.0,1.8,1.5,1.0,,,,,2.0,,
1903.0,11.0,29.0,,,,0.0,9.0,,0.0,USA,HAWAII,,,15.7,3.0,3.9,3.0,,,,,,,,
1975.0,6.0,10.0,13.0,47.0,14.5,4.0,1.0,7.0,0.0,RUSSIA,S. KURIL ISLANDS,43.024,147.734,5.5,52.0,2.3,2.0,,,,,,2.0,,
1950.0,12.0,14.0,14.0,15.0,49.0,4.0,1.0,7.5,0.0,MEXICO,S. MEXICO,16.48,-98.22,0.3,2.0,-1.5,,,,,,,3.0,,
1987.0,2.0,6.0,13.0,16.0,17.8,4.0,1.0,6.7,0.0,JAPAN,E. HONSHU ISLAND,36.988,141.689,0.1,3.0,-3.3,,,,,,,,,
1900.0,10.0,7.0,21.0,4.0,,3.0,1.0,6.9,0.0,INDONESIA,BISMARCK SEA,-4.0,140.0,,4.0,1.0,1.5,5.0,,,,,1.0,1.0,
2009.0,3.0,19.0,18.0,17.0,40.9,4.0,1.0,7.6,0.0,TONGA,TONGA,-23.046,-174.659,0.15,27.0,,,,,,,,,,
1990.0,6.0,20.0,21.0,0.0,9.9,3.0,3.0,7.3,0.0,IRAN,CASPIAN SEA,36.957,49.409,2.0,6.0,,,40000.0,,,105000.0,7200.0,4.0,100000.0,
1891.0,9.0,16.0,21.0,30.0,,2.0,0.0,,0.0,NEW ZEALAND,NEW BRIGHTON,-43.51,172.73,,1.0,,,,,,,,,,
1929.0,8.0,9.0,,,,2.0,9.0,,0.0,CHILE,NORTHERN CHILE,-23.7,-70.4,7.5,1.0,2.0,2.5,,,,,,,,
1902.0,1.0,18.0,23.0,23.0,,1.0,2.0,6.3,0.0,GUATEMALA,OCOSA,14.71,-91.59,,0.0,,,,,,,,1.0,,
1993.0,2.0,7.0,13.0,27.0,42.0,4.0,1.0,6.3,0.0,JAPAN,HONSHU ISLAND,37.634,137.245,0.5,1.0,-1.0,-0.5,,,,,,,,
1848.0,6.0,,,,,1.0,0.0,,0.0,RUSSIA,KAMCHATKA,,,,0.0,,,,,,,,,,
2020.0,7.0,22.0,6.0,12.0,44.0,4.0,1.0,7.8,0.0,USA,"SHUMAGIN ISLANDS, AK",55.03,-158.522,0.24,3.0,,,,,,,,1.0,,
1905.0,2.0,26.0,6.0,22.0,,2.0,2.0,,0.0,NEW ZEALAND,N. NEW ZEALAND,-40.5,175.0,,1.0,,,1.0,,,,,,,
2017.0,11.0,19.0,15.0,10.0,28.0,4.0,1.0,6.6,0.0,NEW CALEDONIA,LOYALTY ISLANDS,-21.503,168.598,0.08,1.0,,,,,,,,,,
1959.0,1.0,22.0,5.0,10.0,0.0,4.0,1.0,6.8,0.0,JAPAN,SANRIKU,37.5,142.2,0.8,9.0,-0.3,-2.0,,,,,,,,
1969.0,8.0,2.0,4.0,30.0,29.0,4.0,3.0,5.4,0.0,PAPUA NEW GUINEA,BISMARCK SEA,-6.6,146.9,,1.0,,-1.0,,,,,,,,
1993.0,8.0,8.0,8.0,34.0,24.9,4.0,1.0,7.8,0.0,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.982,144.801,2.4,48.0,-1.0,,,,,48.0,250.0,4.0,,
1854.0,12.0,4.0,,,,1.0,0.0,,0.0,MEXICO,S. MEXICO,16.8,-99.2,,0.0,,,,,,,,,,
1951.0,12.0,22.0,,,,3.0,6.0,,0.0,SOLOMON ISLANDS,KAVACHI,-9.02,157.95,,0.0,2.6,,,,,,,,,
1975.0,12.0,26.0,15.0,56.0,38.7,4.0,1.0,7.8,0.0,SAMOA,SAMOA ISLANDS,-16.265,-172.467,0.38,3.0,-0.3,,,,,,,,,
1878.0,2.0,3.0,,,,1.0,0.0,,0.0,CHILE,NORTHERN CHILE,-20.2,-70.1,,2.0,,,,,,,,,,
1878.0,8.0,29.0,,,,1.0,4.0,,1.0,USA,"UNALASKA ISLAND, AK",54.0,-167.0,,1.0,1.0,1.5,,,,,,,,
1903.0,11.0,17.0,,,,1.0,9.0,,0.0,USA,HAWAII,,,,1.0,,,,,,,,,,
1979.0,12.0,12.0,7.0,59.0,3.3,4.0,1.0,7.7,1.0,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,6.0,53.0,2.3,2.5,600.0,,,20000.0,8.0,3.0,10000.0,
2003.0,7.0,12.0,,,,4.0,6.0,,3.0,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,4.0,5.0,,,,,,,,1.0,,
1859.0,9.0,24.0,,,,2.0,0.0,,0.0,USA,"HALF MOON BAY, N. CALIFORNIA",,,4.6,1.0,2.2,0.0,,,,,,1.0,,
1970.0,12.0,4.0,1.0,59.0,25.0,4.0,1.0,5.1,0.0,RUSSIA,BLACK SEA,43.84,39.34,0.8,1.0,,2.0,,,,,,,,
1985.0,3.0,16.0,14.0,54.0,0.7,4.0,1.0,6.4,0.0,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE,17.013,-62.448,0.12,1.0,-3.3,,,,,6.0,,2.0,,
1978.0,1.0,14.0,3.0,24.0,39.0,4.0,1.0,6.6,0.0,JAPAN,TOKAIDO,34.809,139.259,0.35,14.0,-0.7,,25.0,,,129.0,,3.0,85.0,544.0
1966.0,5.0,8.0,,,,4.0,8.0,,0.0,NORWAY,EASTERN NORWAY,59.6,10.633,,0.0,,3.0,,,,,,,,
1802.0,8.0,10.0,,,,1.0,0.0,,0.0,UK,SW ENGLAND,,,,2.0,,,,,,,,,,
1919.0,5.0,6.0,19.0,41.0,13.0,3.0,1.0,8.2,0.0,PAPUA NEW GUINEA,SOLOMON SEA,-4.806,153.859,,2.0,2.6,1.0,,,,,,1.0,,
1808.0,12.0,4.0,,,,1.0,0.0,,0.0,JAPAN,TOKAIDO,,,,1.0,,,,,,,,,,
1897.0,3.0,15.0,,,,2.0,1.0,5.5,0.0,INDONESIA,FLORES SEA,-6.8,120.8,,1.0,,1.0,,,,,,,,
1855.0,2.0,13.0,,,,2.0,1.0,,0.0,TURKEY,ASIA MINOR,,,,0.0,,3.0,,,,,,,,
2016.0,4.0,16.0,23.0,58.0,0.0,4.0,1.0,7.8,0.0,ECUADOR,OFF COAST,0.35,-80.16,0.5,7.0,,,663.0,9.0,1.0,6274.0,3300.0,4.0,6998.0,29672.0
1816.0,2.0,2.0,0.0,40.0,,-1.0,1.0,7.0,0.0,PORTUGAL,LISBON,,,,0.0,,,,,,,,,,
1916.0,1.0,1.0,13.0,20.0,49.3,3.0,1.0,7.9,0.0,PAPUA NEW GUINEA,BISMARCK SEA,-4.739,152.548,,1.0,1.5,2.0,,,,,,1.0,,
1869.0,8.0,11.0,,,,1.0,0.0,,0.0,AUSTRALIA,SYDNEY HARBOR,-33.8,151.3,,0.0,,-1.0,,,,,,,,
1901.0,8.0,9.0,13.0,1.0,,4.0,1.0,7.9,0.0,NEW CALEDONIA,LOYALTY ISLANDS,-22.0,170.0,1.2,10.0,-0.7,,,,,,,2.0,,
1996.0,1.0,1.0,,,,4.0,8.0,,0.0,GREECE,W. CORINTH GULF,38.367,22.083,2.0,1.0,,2.0,,,,,,1.0,,
1883.0,10.0,6.0,19.0,4.0,,4.0,7.0,,8.0,USA,"COOK INLET, AK",59.4,-153.4,9.14,3.0,3.2,3.0,8.0,,,,,1.0,,
1905.0,11.0,22.0,,,,2.0,1.0,,0.0,VANUATU,PORT VILA,-17.7,168.3,,1.0,,,,,,,,,,
1809.0,,,,,,1.0,1.0,,0.0,USA TERRITORY,"GUAM, MARIANA ISLANDS",14.0,143.3,,1.0,,,,,,,,,,
1939.0,1.0,27.0,20.0,10.0,15.0,1.0,1.0,,0.0,ITALY,CALABRIAN ARC,38.5,14.7,,0.0,,2.0,,,,,,,,
1843.0,2.0,8.0,14.0,50.0,,4.0,1.0,8.3,0.0,GUADELOUPE (FRENCH TERRITORY),POINTE-A-PITRE,16.5,-62.2,1.2,1.0,0.3,,5000.0,,,,,4.0,,
1966.0,6.0,15.0,0.0,59.0,42.7,3.0,1.0,7.1,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.343,160.883,0.2,3.0,0.5,1.0,,,,,,,,
1919.0,6.0,29.0,23.0,14.0,13.4,3.0,1.0,6.6,0.0,NICARAGUA,GULF OF FONSECA,12.33,-88.291,,2.0,,,,,,,,,,
1878.0,4.0,19.0,9.0,,,1.0,1.0,6.6,0.0,TURKEY,GULF OF IZMIT,40.7,29.7,,1.0,,3.0,40.0,,,500.0,,2.0,,
2017.0,11.0,1.0,2.0,24.0,7.0,4.0,1.0,6.6,0.0,NEW CALEDONIA,LOYALTY ISLANDS,-21.648,168.859,0.1,4.0,,,,,,,,,,
1903.0,5.0,13.0,,,,1.0,1.0,,0.0,ITALY,CALABRIAN ARC,38.1,13.4,,0.0,,2.0,,,,,,,,
1935.0,1.0,4.0,14.0,41.0,30.8,3.0,3.0,6.4,0.0,TURKEY,MARMARA SEA,40.62,27.451,,0.0,,2.0,5.0,,,30.0,,3.0,,
1940.0,5.0,24.0,16.0,33.0,57.0,2.0,1.0,8.2,0.0,PERU,CENTRAL PERU,-10.5,-77.0,2.0,5.0,1.0,1.5,179.0,,,3500.0,,3.0,,
1969.0,11.0,22.0,23.0,9.0,37.0,4.0,1.0,7.7,8.0,RUSSIA,KAMCHATKA,57.7,163.6,15.0,16.0,3.9,3.0,,,,,,1.0,,
1906.0,4.0,18.0,13.0,12.0,0.0,4.0,3.0,7.9,0.0,USA,N. CALIFORNIA,37.7,-122.5,0.1,3.0,-3.3,-4.0,,,,,,,,
1971.0,9.0,27.0,19.0,1.0,45.3,4.0,1.0,6.0,0.0,RUSSIA,TATAR STRAIT,46.4,141.1,0.03,1.0,,-4.0,,,,,,,,
1854.0,9.0,27.0,,,,3.0,1.0,,0.0,INDONESIA,N. MOLUCCAS ISLANDS,0.8,127.4,,1.0,,0.5,,,,,,,,
1995.0,5.0,14.0,11.0,33.0,21.1,4.0,3.0,6.9,0.0,INDONESIA,TIMOR SEA,-8.452,125.049,4.0,2.0,2.0,1.5,11.0,,,19.0,,1.0,,
1927.0,1.0,1.0,8.0,17.0,,1.0,9.0,5.7,0.0,USA,S. CALIFORNIA,32.5,-115.5,,1.0,,1.0,1.0,,,,3.0,2.0,,20.0
1930.0,10.0,30.0,7.0,13.0,10.0,4.0,1.0,5.9,0.0,ITALY,CENTRAL ADRIATIC,43.667,13.267,,0.0,,4.0,18.0,,,,,3.0,,
2002.0,3.0,24.0,,,,3.0,0.0,,0.0,GREECE,DODECANESE ISLANDS,36.45,28.2,4.0,1.0,,,,,,,,1.0,,
1831.0,,,,,,3.0,1.0,,0.0,NEW ZEALAND,"POVERTY BAY, NORTH ISLAND",-38.7,178.0,,0.0,,,,,,,,,,
1972.0,12.0,4.0,10.0,16.0,12.0,4.0,1.0,7.4,0.0,JAPAN,CHICHI JIMA,33.3,140.7,0.5,39.0,-1.0,-1.0,,,,,,1.0,,
1804.0,1.0,13.0,17.0,45.0,,4.0,1.0,,0.0,SPAIN,ALBORAN SEA,36.833,-2.833,,2.0,,2.0,,,,,,1.0,,
1896.0,6.0,15.0,10.0,33.0,,4.0,1.0,8.3,4.0,JAPAN,SANRIKU,39.5,144.0,38.2,72.0,5.2,3.8,27122.0,,,13247.0,,4.0,11000.0,
1877.0,2.0,24.0,,,,2.0,4.0,,0.0,USA,S.W. COAST OF HAWAII,19.475,-155.608,,2.0,,0.5,,,,,,,,
1941.0,3.0,16.0,18.0,48.0,,2.0,1.0,,0.0,ITALY,CALABRIAN ARC,38.3,12.2,,0.0,,2.0,,,,,,,,
1877.0,8.0,23.0,,,,3.0,1.0,,0.0,CHILE,NORTHERN CHILE,-20.2,-70.1,1.0,1.0,,0.5,,,,,,,,
1934.0,8.0,21.0,,,,0.0,9.0,,0.0,USA,S. CALIFORNIA,33.7,-118.2,12.0,9.0,,3.0,,,,,0.075,1.0,1.0,
1980.0,1.0,1.0,16.0,42.0,42.1,4.0,1.0,6.9,0.0,PORTUGAL,AZORES,38.727,-27.75,0.41,2.0,,1.0,69.0,,,600.0,5.0,3.0,15000.0,
1901.0,8.0,9.0,20.0,0.0,,4.0,1.0,6.3,0.0,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,0.02,1.0,-1.0,,,,,,,,,
1965.0,10.0,24.0,,,,1.0,6.0,,0.0,GRENADA,KICK 'EM JENNY VOLCANO,12.3,-61.63,,0.0,,,,,,,,,,
1995.0,9.0,14.0,14.0,4.0,31.4,3.0,1.0,7.4,0.0,MEXICO,S. MEXICO,16.779,-98.597,0.4,1.0,-1.3,-1.0,3.0,,,100.0,,2.0,,
1987.0,2.0,21.0,7.0,40.0,,4.0,8.0,,0.0,NORWAY,WESTERN NORWAY,62.2,6.65,3.0,1.0,,2.0,,,,,,,,
1968.0,9.0,20.0,6.0,0.0,5.0,2.0,1.0,6.5,0.0,VENEZUELA,CARUPANO,10.697,-62.748,,1.0,,,3.0,,,,,2.0,,
2017.0,6.0,12.0,12.0,28.0,15.0,4.0,1.0,6.3,0.0,GREECE,LESBOS,38.93,26.365,0.4,1.0,,,1.0,,,15.0,,2.0,10.0,250.0
1917.0,5.0,1.0,18.0,27.0,,4.0,1.0,8.0,0.0,NEW ZEALAND,KERMADEC ISLANDS,-29.2,-177.0,0.3,6.0,3.6,3.0,,,,,,,,
1826.0,1.0,,,,,3.0,1.0,,0.0,JAPAN,CHICHI JIMA,27.07,142.21,,1.0,,,,,,,,1.0,,
1888.0,7.0,30.0,8.0,27.0,,2.0,1.0,,0.0,ITALY,LIGURIAN SEA,,,,0.0,,3.0,,,,,,,,
1893.0,2.0,19.0,,,,2.0,1.0,,0.0,JAMAICA,KINGSTON,17.97,-76.8,,1.0,,,,,,,,,,
1975.0,12.0,16.0,21.0,1.0,39.0,3.0,3.0,4.9,0.0,FIJI,FIJI ISLANDS,-18.672,178.464,0.25,1.0,,,,,,,,,,
1918.0,10.0,11.0,14.0,14.0,42.0,4.0,3.0,7.1,4.0,USA TERRITORY,PUERTO RICO: MONA PASSAGE,18.7,-67.189,6.1,21.0,2.6,,144.0,,,,4.0,2.0,,
1895.0,9.0,1.0,11.0,9.0,,3.0,1.0,4.3,0.0,USA,"HIGH BRIDGE, NJ",40.667,-74.883,,1.0,,,,,,,,,,
1938.0,11.0,22.0,1.0,14.0,0.0,4.0,1.0,6.9,0.0,JAPAN,SANRIKU,36.7,142.1,0.3,4.0,-1.7,-2.5,,,,,,,,
1881.0,4.0,11.0,,,,1.0,1.0,,0.0,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.2,26.2,,0.0,,,,,,,,,,
1858.0,9.0,,,,,1.0,1.0,,0.0,JAPAN,RYUKYU ISLANDS,26.2,127.5,,1.0,,,,,,,,,,
1933.0,2.0,23.0,8.0,9.0,12.0,1.0,1.0,7.6,0.0,CHILE,NORTHERN CHILE,-20.0,-71.0,,1.0,,,,,,,,,,
2011.0,4.0,7.0,14.0,32.0,43.2,4.0,1.0,7.1,0.0,JAPAN,E. COAST HONSHU ISLAND,38.276,141.588,0.08,1.0,,,3.0,,,132.0,,1.0,,
1867.0,9.0,20.0,3.0,15.0,,4.0,1.0,7.1,0.0,GREECE,"PELOPONNESUS, GREECE",36.4,22.2,6.0,24.0,,4.0,,,,,,2.0,,
1837.0,8.0,1.0,,,,1.0,0.0,,0.0,NETHERLANDS,VLISSINGEN,51.44,3.57,,0.0,,,,,,,,,,
1969.0,2.0,28.0,2.0,40.0,32.5,4.0,1.0,7.8,1.0,PORTUGAL,PORTUGAL,36.017,-10.95,0.9,19.0,,,25.0,,,80.0,,2.0,,
1978.0,10.0,10.0,,,,4.0,8.0,,0.0,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-43.08,172.97,,1.0,,,,,,,,,,
1899.0,9.0,4.0,0.0,22.0,,4.0,1.0,8.2,1.0,USA,"CAPE YAKATAGA, AK",60.0,-142.0,3.1,4.0,,0.0,,,,,,1.0,,
1925.0,5.0,11.0,,,,-1.0,9.0,,0.0,ITALY,CALABRIAN ARC,,,,0.0,,,,,,,,,,
1938.0,2.0,6.0,5.0,0.0,,2.0,0.0,,0.0,AUSTRALIA,"BONDI BEACH, SYDNEY",,,,2.0,,,5.0,,,35.0,,,,
1821.0,,,,,,-1.0,0.0,,0.0,INDONESIA,FLORES SEA: BIMA,-8.456,118.723,,0.0,,,,,,,,,,
1869.0,8.0,19.0,,,,-1.0,1.0,6.5,0.0,PERU,S. PERU,,,,0.0,,,,,,,,,,
1871.0,2.0,18.0,,,,-1.0,0.0,,0.0,USA,HAWAII,,,,0.0,,,,,,,,,,
1857.0,11.0,18.0,,,,2.0,1.0,,0.0,INDONESIA,"KEMA, SULAWESI I, N. MOLUCCAS IS",1.35,125.2,,1.0,,0.0,,,,,,,,
1924.0,3.0,15.0,10.0,31.0,24.1,0.0,1.0,6.8,0.0,RUSSIA,TATAR STRAIT,49.179,142.436,,1.0,,,,,,,,,,
1860.0,8.0,,,,,1.0,1.0,,0.0,INDONESIA,SULAWESI-N. MOLUCCAS ISLANDS,1.3,121.0,,1.0,,0.0,,,,,,,,
1965.0,8.0,11.0,22.0,31.0,45.9,4.0,1.0,7.0,0.0,VANUATU,VANUATU ISLANDS,-15.8,167.2,7.0,4.0,2.8,2.5,,,,,,2.0,,
1988.0,3.0,6.0,22.0,35.0,36.9,4.0,1.0,7.8,0.0,USA,"GULF OF ALASKA, AK",57.262,-142.747,0.19,8.0,-2.3,,,,,,0.005,1.0,,
2000.0,7.0,15.0,1.0,30.0,30.5,4.0,1.0,6.1,0.0,JAPAN,HONSHU: S COAST,34.319,139.26,0.07,1.0,,,,,,10.0,,1.0,,20.0
1928.0,12.0,1.0,4.0,6.0,12.0,3.0,1.0,7.6,0.0,CHILE,CENTRAL CHILE,-35.0,-72.0,1.5,2.0,0.6,0.5,279.0,,,,,3.0,,
1842.0,5.0,7.0,21.0,,,4.0,1.0,8.1,0.0,HAITI,CAP-HAITIAN,19.75,-72.2,5.0,6.0,4.2,,5300.0,,,,,4.0,,
1853.0,12.0,24.0,,,,1.0,1.0,,1.0,TONGA,TONGATAPU ISLAND,-21.167,-175.167,,2.0,,,,,,,,,,
1906.0,11.0,20.0,21.0,0.0,,3.0,1.0,5.0,0.0,GHANA,GOLD COAST,6.5,0.3,,1.0,,,,,,,,2.0,,
1928.0,4.0,22.0,20.0,13.0,46.0,3.0,1.0,6.0,0.0,GREECE,CORINTHOS-PATRAS GULF,38.0,23.0,0.6,7.0,1.1,3.0,20.0,,,,,4.0,3000.0,
1964.0,5.0,7.0,20.0,13.0,,3.0,1.0,6.6,0.0,JAPAN,NW. HONSHU ISLAND,40.4,139.0,,2.0,,-3.0,,,,,,,,
1857.0,1.0,6.0,,,,0.0,1.0,,0.0,SUDAN,NILE RIVER,4.9,31.7,,0.0,,,,,,,,1.0,,
1983.0,8.0,6.0,15.0,43.0,51.2,2.0,1.0,7.0,0.0,GREECE,NORTH AEGEAN SEA,40.142,24.766,,1.0,,2.0,,,,,,1.0,,
1932.0,6.0,29.0,,,,2.0,1.0,,0.0,MEXICO,S. MEXICO,,,,0.0,,,,,,,,,,
1818.0,1.0,,,,,1.0,1.0,,0.0,GREECE,ATHENS,,,,1.0,,,,,,,,,,
1959.0,4.0,9.0,12.0,24.0,20.0,2.0,1.0,5.0,0.0,RUSSIA,S. KURIL ISLANDS,44.3,149.0,0.1,1.0,-3.3,-2.0,,,,,,,,
2017.0,4.0,24.0,21.0,39.0,22.0,4.0,1.0,6.9,0.0,CHILE,CENTRAL CHILE,-33.038,-72.062,0.16,4.0,,,,,,,,,,
1827.0,11.0,16.0,22.0,45.0,,-1.0,1.0,7.0,0.0,ECUADOR,ECUADOR,-1.8,-76.4,,2.0,,,,,,,,,,
1876.0,5.0,28.0,,,,3.0,1.0,6.8,0.0,INDONESIA,CERAM SEA,-3.0,127.25,0.3,1.0,,-1.0,,,,,,1.0,,
1851.0,4.0,3.0,,,,3.0,1.0,,0.0,TURKEY,ASIA MINOR,,,,1.0,,3.0,,,,,,,,
1954.0,2.0,11.0,0.0,30.0,15.0,0.0,1.0,7.3,0.0,CHINA,CHINA: GANSU AND SHANXI PROVINCES,,,,1.0,,,,,,,,3.0,,
2006.0,7.0,17.0,8.0,19.0,28.7,4.0,1.0,7.7,3.0,INDONESIA,SOUTH OF JAVA,-9.254,107.411,20.9,202.0,,,802.0,,,498.0,55.0,4.0,1623.0,
1853.0,10.0,29.0,,,,1.0,6.0,,0.0,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.0,121.83,,0.0,,,,,,,,,,
1919.0,4.0,9.0,,,,-1.0,0.0,,0.0,USA,HAWAII,,,,1.0,,,,,,,,,,
1869.0,3.0,31.0,18.0,0.0,,2.0,0.0,,0.0,NEW ZEALAND,SOUTH ISlAND,-45.09,170.98,,0.0,,,,,,,,,,
1820.0,,,,,,2.0,1.0,6.2,0.0,CONGO,GOLD COAST,-4.5,11.6,,2.0,,,,,,,,1.0,,
1818.0,3.0,18.0,,,,3.0,3.0,7.0,0.0,INDONESIA,"BENGKULU, SUMATRA",-4.0,101.5,,1.0,,1.5,,,,,,1.0,,
1866.0,1.0,2.0,,,,3.0,1.0,6.6,0.0,ALBANIA,ALBANIAN COASTS,40.3,19.4,,1.0,,4.0,60.0,,,,,,,
1989.0,9.0,4.0,13.0,14.0,58.2,4.0,1.0,7.1,0.0,USA,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,2.0,-3.3,,,,,,,,,
1871.0,3.0,3.0,,,,4.0,6.0,,1.0,INDONESIA,RUANG,2.28,125.425,25.0,5.0,4.6,3.5,400.0,,,,,2.0,75.0,
1878.0,8.0,,,,,1.0,6.0,,0.0,INDONESIA,TAGRILAND ISLAND,,,,0.0,,,,,,,,,,
1935.0,7.0,19.0,0.0,50.0,0.0,4.0,1.0,6.5,0.0,JAPAN,JAPAN,36.6,141.4,0.2,1.0,-2.3,,,,,,,,,
1978.0,6.0,12.0,,,,-1.0,1.0,,0.0,INDIA,INDIA,,,,0.0,,,,,,,,,,
1897.0,4.0,29.0,,,,1.0,0.0,,0.0,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-43.6,172.8,,1.0,,,,,,,,,,
1991.0,10.0,14.0,15.0,58.0,12.7,4.0,1.0,7.2,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.094,158.442,0.15,2.0,-3.3,-2.5,,,,,,,,
1804.0,6.0,8.0,3.0,,,3.0,1.0,6.7,0.0,GREECE,CORINTHOS-PATRAS GULF,38.3,21.8,,1.0,,3.0,,,,,,,,
1956.0,7.0,9.0,3.0,11.0,45.2,4.0,1.0,7.7,3.0,GREECE,CYCLADES,36.664,25.957,30.0,100.0,5.0,5.0,56.0,,,,,3.0,,
1849.0,11.0,17.0,10.0,10.0,,4.0,1.0,7.5,0.0,CHILE,CENTRAL CHILE,-29.95,-71.37,5.0,3.0,2.3,2.5,,,,,,1.0,,
2015.0,11.0,11.0,1.0,54.0,0.0,4.0,1.0,6.9,0.0,CHILE,CENTRAL CHILE,-29.46,-72.12,0.55,2.0,,,,,,,,,,
2005.0,8.0,16.0,2.0,46.0,28.4,4.0,1.0,7.2,0.0,JAPAN,E. COAST HONSHU ISLAND,38.276,142.039,0.05,1.0,,,,,,56.0,,1.0,1.0,
1809.0,12.0,4.0,,,,1.0,1.0,,0.0,SOUTH AFRICA,CAPE OF GOOD HOPE,-33.88,18.45,,2.0,,,,,,,,1.0,,
1840.0,1.0,28.0,8.0,,,1.0,1.0,,0.0,PERU,CENTRAL PERU,-12.3,-77.3,,1.0,,0.0,,,,,,,,
1874.0,5.0,,,,,3.0,8.0,,0.0,USA,"LITUYA BAY, AK",58.64,-137.57,24.38,1.0,,,,,,,,,,
1946.0,8.0,8.0,13.0,28.0,33.8,4.0,1.0,7.5,0.0,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,0.6,13.0,,,75.0,,,,,,,
1851.0,10.0,12.0,6.0,,,2.0,1.0,6.6,0.0,ALBANIA,ALBANIAN COASTS,40.5,19.7,0.66,1.0,-0.1,3.0,2000.0,,,,,4.0,,
1896.0,1.0,9.0,,,,4.0,1.0,7.6,0.0,JAPAN,"KASHIMA, JAPAN",36.5,141.0,0.25,6.0,,-2.5,,,,,,,,
2017.0,6.0,17.0,23.0,39.0,17.0,4.0,8.0,,0.0,GREENLAND,"KARRAT FJORD, GREENLAND",71.813,-52.569,90.0,5.0,,,4.0,,,9.0,,1.0,11.0,
1983.0,10.0,4.0,18.0,52.0,13.3,4.0,1.0,7.7,0.0,CHILE,NORTHERN CHILE,-26.535,-70.563,0.2,1.0,-2.3,0.2,5.0,,,12.0,1.0,2.0,40.0,
