Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1941.0,12.0,5.0,20.0,46.0,58.0,4.0,1.0,7.6,0.0,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,0.23,1.0,-3.3,-3.0,6.0,,,,,2.0,,
1915.0,1.0,27.0,1.0,9.0,56.0,2.0,1.0,6.6,0.0,GREECE,IONIAN SEA,38.4,20.6,,0.0,,,,,,,,,,
1927.0,1.0,24.0,5.0,18.0,22.0,2.0,1.0,5.1,0.0,NORWAY,WESTERN NORWAY,59.0,3.0,,0.0,,,,,,,,,,
1854.0,10.0,4.0,18.0,19.0,,3.0,0.0,,0.0,USA,N. CALIFORNIA,,,0.03,1.0,,,,,,,,,,
1820.0,3.0,17.0,,,,-1.0,1.0,6.6,0.0,GREECE,ISLAND OF LEVKAS,38.8,20.8,,1.0,,,,,,,,,,
1997.0,12.0,26.0,8.0,,,4.0,7.0,,0.0,MONTSERRAT,WHITE RIVER VALLEY,16.72,-62.18,3.0,1.0,,,,,,,,,,
1859.0,12.0,9.0,2.0,0.0,,3.0,1.0,7.0,0.0,EL SALVADOR,EL SALVADOR,13.7,-89.8,,1.0,1.0,1.5,,,,,,3.0,,
1971.0,7.0,9.0,3.0,3.0,18.7,4.0,1.0,7.8,0.0,CHILE,CENTRAL CHILE,-32.5,-71.2,1.2,1.0,0.3,0.0,83.0,,,447.0,236.4,4.0,,
1995.0,4.0,7.0,22.0,6.0,56.8,4.0,1.0,7.4,0.0,SAMOA,SAMOA ISLANDS,-15.199,-173.529,0.09,2.0,-1.7,-1.5,,,,,,,,
1879.0,7.0,11.0,18.0,,,3.0,1.0,5.9,0.0,EGYPT,GULF OF SUEZ,29.0,33.0,,1.0,,,,,,,,,,
1901.0,6.0,24.0,,,,4.0,1.0,7.5,0.0,JAPAN,RYUKYU ISLANDS,28.0,130.3,0.25,4.0,-2.3,-1.5,,,,,,1.0,,
1836.0,3.0,5.0,,,,2.0,1.0,,0.0,INDONESIA,FLORES SEA,-8.3,118.7,,1.0,,0.5,,,,,,,,
1868.0,10.0,18.0,12.0,35.0,,4.0,1.0,7.6,0.0,NEW ZEALAND,NEW ZEALAND,-40.2,173.0,3.0,5.0,,,,,,,,,,
1902.0,8.0,21.0,11.0,17.0,,1.0,1.0,7.3,0.0,PHILIPPINES,"ILLANA BAY, CELEBES SEA",7.5,123.5,,1.0,,2.0,,,,,,3.0,,
1836.0,7.0,3.0,,,,2.0,1.0,7.5,0.0,CHILE,NORTHERN CHILE,-22.6,-70.3,,2.0,1.0,1.0,,,,,,,,
1953.0,2.0,15.0,,,,2.0,1.0,5.5,0.0,PERU,CENTRAL PERU,-12.0,-77.5,0.7,1.0,-0.5,,,,,,,,,
1916.0,1.0,31.0,,,,1.0,1.0,,0.0,COSTA RICA,COSTA RICA-PANAMA,,,,0.0,2.2,,,,,,,,,
1890.0,7.0,11.0,7.0,55.0,,3.0,1.0,7.2,0.0,IRAN,CASPIAN SEA,36.6,54.6,,2.0,,,171.0,,,,,3.0,,
1814.0,,,,,,2.0,1.0,,0.0,INDONESIA,TIMOR ISLAND,-10.217,123.633,,1.0,1.0,0.0,,,,,,3.0,,
2021.0,8.0,11.0,17.0,46.0,14.0,4.0,1.0,7.1,0.0,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.455,126.742,0.05,2.0,,,1.0,,,,,,,
1833.0,9.0,6.0,,,,0.0,1.0,8.0,0.0,CHINA,YUNNAN PROVINCE,25.2,103.0,,1.0,,,6700.0,,,,,4.0,87620.0,
1877.0,4.0,16.0,,,,1.0,9.0,,0.0,USA,N. TO S. CALIFORNIA,35.0,-120.0,1.8,2.0,1.8,2.0,,,,,,,,
1852.0,11.0,25.0,7.0,9.0,,1.0,1.0,,0.0,USA,"SAN FRANCISCO, N. CALIFORNIA",,,,1.0,,,,,,,,,,
1915.0,11.0,6.0,,,,2.0,1.0,6.0,0.0,INDONESIA,NW. IRIAN JAYA,-1.0,136.0,,1.0,,0.0,,,,,,,,
1941.0,11.0,18.0,16.0,46.0,,4.0,1.0,7.4,0.0,JAPAN,SEIKAIDO,32.0,132.1,1.2,11.0,0.3,0.0,2.0,,,,,1.0,27.0,
1965.0,7.0,6.0,3.0,18.0,42.7,1.0,3.0,6.3,0.0,GREECE,NORTH CORINTH GULF,38.267,22.3,,1.0,4.3,2.0,2.0,,,6.0,,2.0,,
2007.0,6.0,15.0,,,,0.0,8.0,,0.0,CHINA,"DAYANTANG, ENSHI",30.394,110.16,50.0,8.0,,,8.0,,,,,2.0,15.0,
1838.0,8.0,10.0,20.0,30.0,,2.0,1.0,,0.0,CROATIA,RIJEKA,45.3,14.5,,1.0,,3.0,,,,,,,,
1880.0,8.0,15.0,12.0,48.0,,1.0,1.0,7.7,0.0,CHILE,CENTRAL CHILE,-31.62,-71.18,,2.0,,0.5,2.0,,,,,3.0,600.0,
1929.0,5.0,26.0,22.0,39.0,54.0,3.0,1.0,7.0,0.0,CANADA,BRITISH COLUMBIA,51.0,-131.0,1.5,3.0,0.6,0.0,,,,,,1.0,,
1938.0,11.0,13.0,22.0,31.0,,4.0,1.0,6.0,0.0,JAPAN,SANRIKU,37.0,141.5,0.75,7.0,-0.5,-1.5,,,,,,,,
1899.0,8.0,8.0,,,,1.0,0.0,,0.0,CHILE,CENTRAL CHILE,-33.0,-71.5,,1.0,,,,,,,,3.0,,
1979.0,9.0,3.0,2.0,12.0,,2.0,8.0,5.0,0.0,VENEZUELA,PUERTO CUMAREBO,11.517,-69.5,,1.0,,,,,,,,1.0,,
1920.0,12.0,18.0,2.0,1.0,57.0,1.0,1.0,5.6,0.0,ALBANIA,ALBANIAN COASTS,40.5,19.5,,1.0,,5.0,,,,,,3.0,,
1986.0,10.0,20.0,6.0,46.0,9.9,4.0,1.0,7.8,0.0,NEW ZEALAND,KERMADEC ISLANDS,-28.117,-176.367,0.22,8.0,-2.18,,,,,,,,,
1922.0,9.0,1.0,19.0,16.0,6.0,1.0,1.0,7.6,0.0,TAIWAN,TAIWAN,24.5,122.0,,1.0,,,5.0,,,7.0,,2.0,139.0,
1840.0,1.0,4.0,,,,2.0,1.0,7.0,0.0,INDONESIA,JAVA,-8.0,110.5,,1.0,,0.0,,,,,,3.0,,
1873.0,10.0,25.0,22.0,38.0,,-1.0,1.0,,0.0,GREECE,IONIAN SEA,,,,0.0,,,,,,,,,,
1952.0,1.0,9.0,8.0,,,4.0,8.0,,0.0,NORWAY,MID-NORWAY,64.883,12.417,2.0,0.0,,2.0,,,,,,,,
1922.0,4.0,10.0,,,,1.0,1.0,,0.0,INDONESIA,SW. SUMATRA,-1.0,100.35,,1.0,,0.0,,,,,,,,
2003.0,5.0,27.0,17.0,11.0,28.8,4.0,1.0,5.7,0.0,ALGERIA,ALGIERS,36.939,3.578,0.08,2.0,,,9.0,,,200.0,,2.0,,
1994.0,9.0,1.0,15.0,15.0,53.0,4.0,1.0,7.0,0.0,USA,N. CALIFORNIA,40.402,-125.68,0.07,1.0,-3.3,-3.0,,,,,,1.0,,
1840.0,8.0,,,,,2.0,0.0,,0.0,NEW ZEALAND,EAST CAPE,-37.61,178.35,1.0,2.0,,,,,,,,,,
1864.0,5.0,23.0,,,,3.0,1.0,7.8,0.0,INDONESIA,NW. IRIAN JAYA,-1.0,135.0,3.0,2.0,3.6,1.5,250.0,,,,,3.0,,
2015.0,5.0,2.0,16.0,51.0,39.0,3.0,1.0,5.7,0.0,JAPAN,S. OF HONSHU ISLAND,31.529,140.213,0.6,3.0,,,,,,,,,,
1905.0,8.0,4.0,,,,2.0,6.0,,0.0,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,0.0,,0.5,,,,,,3.0,,
2008.0,7.0,19.0,2.0,39.0,28.7,4.0,1.0,6.9,0.0,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,0.2,3.0,,,,,,,,,,
1984.0,8.0,6.0,19.0,6.0,38.3,4.0,1.0,7.0,0.0,JAPAN,"KYUSHU, JAPAN",32.386,131.945,0.2,6.0,-2.3,,,,,9.0,,,,
1871.0,10.0,5.0,9.0,,,-1.0,1.0,,0.0,CHILE,NORTHERN CHILE,,,,0.0,,,,,,,,,,
2008.0,2.0,25.0,8.0,36.0,33.0,4.0,1.0,6.5,0.0,INDONESIA,SUMATRA,-2.486,99.972,0.12,1.0,,,,,,,,1.0,,
2013.0,10.0,25.0,17.0,10.0,0.0,4.0,1.0,7.1,0.0,JAPAN,E. COAST HONSHU ISLAND,37.2,144.6,0.4,9.0,,,,,,1.0,,,,
2016.0,12.0,9.0,19.0,11.0,24.0,4.0,1.0,6.9,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.749,161.132,0.05,5.0,,,,,,,,,,
1959.0,5.0,4.0,7.0,15.0,42.0,4.0,1.0,8.2,0.0,RUSSIA,KAMCHATKA,52.5,159.5,0.2,7.0,1.0,1.0,,,,,,,,
2009.0,1.0,15.0,17.0,49.0,39.0,4.0,1.0,7.4,0.0,RUSSIA,KAMCHATKA,46.857,155.154,0.11,11.0,,,,,,,,,,
1811.0,11.0,19.0,14.0,15.0,,2.0,1.0,,0.0,CHILE,CENTRAL CHILE,-33.0,-71.4,4.0,1.0,2.0,2.0,,,,,,,,
1892.0,3.0,27.0,,,,2.0,1.0,,0.0,CHILE,NORTHERN CHILE,-18.5,-70.35,,1.0,,,,,,,,1.0,,
1923.0,2.0,17.0,,,,3.0,0.0,,0.0,CHILE,CENTRAL CHILE,-35.33,-72.42,1.5,1.0,0.6,1.5,,,,,,,,
1883.0,10.0,10.0,,,,2.0,6.0,,0.0,INDONESIA,JAVA-S. JAVA,-6.102,105.423,,1.0,,0.0,,,,,,,,
2007.0,3.0,25.0,0.0,41.0,57.8,4.0,1.0,6.7,0.0,JAPAN,HONSHU: W COAST,37.336,136.588,0.1,2.0,,,1.0,,,150.0,,3.0,513.0,
1854.0,7.0,9.0,,,,4.0,6.0,,0.0,RUSSIA,N. KURIL ISLANDS,50.9,155.5,,0.0,,,,,,,,,,
1953.0,3.0,17.0,13.0,4.0,,3.0,1.0,5.8,0.0,RUSSIA,N. KURIL ISLANDS,50.0,156.5,3.0,1.0,0.6,,,,,,,,,
1881.0,8.0,12.0,,,,1.0,1.0,,0.0,JAMAICA,KINGSTON,17.97,-76.8,0.46,1.0,,,,,,,,,,
1938.0,5.0,28.0,16.0,42.0,,4.0,1.0,6.1,0.0,JAPAN,E. HOKKAIDO ISLAND,43.6,144.3,0.9,2.0,-0.1,,1.0,,,,,1.0,7.0,
1936.0,11.0,13.0,12.0,31.0,,2.0,1.0,7.3,0.0,RUSSIA,KAMCHATKA,55.2,164.0,13.0,1.0,3.7,2.0,,,,,,,,
1901.0,10.0,8.0,2.0,16.0,,3.0,1.0,7.0,0.0,NICARAGUA,NICARAGUA,11.0,-86.5,1.5,1.0,,,,,,,,1.0,,
1939.0,7.0,24.0,,,,2.0,6.0,,0.0,GRENADA,KICK 'EM JENNY VOLCANO,12.3,-61.63,2.0,3.0,,,,,,,,,,
1851.0,5.0,4.0,,,,3.0,0.0,,0.0,INDONESIA,LAMPUNG BAY,-5.0,105.0,1.5,1.0,3.9,1.5,,,,,,,,
2004.0,1.0,28.0,22.0,15.0,30.7,4.0,1.0,6.7,0.0,INDONESIA,SERAM ISLAND,-3.12,127.4,,1.0,,,,,,,,,,
1908.0,3.0,23.0,12.0,20.0,,-1.0,1.0,6.6,0.0,INDONESIA,TIMOR SEA,-10.0,129.0,,1.0,,,,,,,,1.0,,
1943.0,4.0,6.0,16.0,7.0,15.0,4.0,1.0,8.2,0.0,CHILE,CENTRAL CHILE,-30.75,-72.0,1.0,12.0,,,11.0,,,,,1.0,,
1886.0,8.0,27.0,21.0,32.0,,3.0,1.0,7.5,0.0,GREECE,IONIAN SEA,37.1,21.5,,1.0,,3.0,,,,,,,,
1947.0,11.0,4.0,0.0,9.0,10.0,4.0,1.0,7.0,0.0,JAPAN,W. HOKKAIDO ISLAND,43.8,141.0,2.0,4.0,1.0,1.0,,,,,,1.0,,
1825.0,1.0,19.0,11.0,45.0,,1.0,1.0,6.8,0.0,GREECE,IONIAN SEA,38.8,20.7,,1.0,,3.0,58.0,,,,,3.0,,
1930.0,11.0,5.0,,,,3.0,1.0,,0.0,KENYA,MOMBASA,-4.05,39.667,6.0,1.0,,,,,,,,,,
1958.0,11.0,6.0,22.0,58.0,8.6,4.0,1.0,8.3,0.0,RUSSIA,S. KURIL ISLANDS,44.53,148.54,5.0,60.0,2.0,2.5,,,,,,2.0,,
1885.0,12.0,14.0,,,,1.0,1.0,,0.0,INDONESIA,BANDA ACEH,5.55,95.3,,1.0,,,,,,,,,,
2007.0,3.0,31.0,,,,3.0,9.0,,0.0,SOUTH KOREA,YELLOW SEA,,,1.65,2.0,,,4.0,,,,2.0,2.0,,
1975.0,10.0,31.0,8.0,28.0,2.6,4.0,1.0,7.6,0.0,PHILIPPINES,PHILIPPINE TRENCH,12.54,125.993,3.0,28.0,-0.7,-1.5,1.0,,,,,1.0,30.0,
1908.0,4.0,6.0,,,,0.0,8.0,,0.0,CANADA,NOTRE DAME DE LA SALETTE,45.77,-75.6,15.0,1.0,,,33.0,,,,,2.0,40.0,
2014.0,4.0,19.0,13.0,29.0,21.0,4.0,1.0,7.5,0.0,PAPUA NEW GUINEA,SOLOMON SEA,-6.755,155.024,0.11,1.0,,,,,,,,,,
1848.0,10.0,17.0,4.0,10.0,,-1.0,1.0,6.0,0.0,NEW ZEALAND,COOK STRAIT,,,,1.0,,0.5,,,,,,,,
1821.0,9.0,3.0,,,,1.0,9.0,,0.0,USA,"ASSATEAGUE ISLAND, VA",38.083,-75.208,,2.0,,,,,,,,,,
2018.0,5.0,15.0,,,,4.0,9.0,,0.0,USA,NORTHEAST U.S.A.,,,0.22,10.0,,,,,,,,1.0,,
1904.0,12.0,30.0,,,,-1.0,0.0,,0.0,COOK ISLANDS,COOK IS.,,,,0.0,,,,,,,,,,
1982.0,7.0,23.0,14.0,23.0,53.5,4.0,1.0,7.2,0.0,JAPAN,"IBARAKI, JAPAN",36.194,141.702,0.4,22.0,-1.3,-1.0,,,,,,,,
1872.0,,,,,,4.0,1.0,,0.0,ICELAND,ICELAND,,,,0.0,,,,,,,,,,
1869.0,4.0,22.0,,,,1.0,1.0,,0.0,PERU,PERU,-12.1,-77.1,,1.0,,1.0,,,,,,3.0,,
1915.0,11.0,18.0,20.0,19.0,18.0,3.0,1.0,6.4,0.0,PHILIPPINES,W. LUZON ISLAND,18.0,119.5,,1.0,,0.5,,,,,,1.0,,
1978.0,3.0,22.0,21.0,34.0,33.4,4.0,1.0,6.6,0.0,RUSSIA,S. KURIL ISLANDS,44.14,149.029,0.05,2.0,,-3.0,,,,,,,,
1924.0,8.0,28.0,,,,1.0,1.0,,0.0,ICELAND,ICELAND: REYKJAVIK,64.15,-21.95,,0.0,,,,,,,,,,
1967.0,9.0,3.0,,,,2.0,1.0,7.0,0.0,PERU,CENTRAL PERU,-10.6,-79.8,2.0,2.0,1.0,-1.5,,,,,,,,
1895.0,1.0,28.0,,,,-1.0,9.0,,0.0,USA,HAWAII,,,,1.0,,,,,,,,,,
1982.0,3.0,21.0,2.0,32.0,7.7,4.0,1.0,6.9,0.0,JAPAN,HOKKAIDO ISLAND,42.158,142.361,1.3,31.0,0.4,,110.0,,,100.0,1.0,2.0,,
1847.0,8.0,27.0,,,,1.0,9.0,,0.0,JAPAN,SANRIKU,,,,4.0,1.0,1.5,335.0,,,,,1.0,,
1864.0,6.0,27.0,22.0,30.0,,3.0,1.0,,0.0,CANADA,"SW AVALON PENINSULA, NEWFOUNDLAND",46.5,-53.7,,1.0,,,,,,,,,,
1981.0,3.0,4.0,21.0,58.0,5.9,3.0,1.0,6.4,0.0,GREECE,GULF OF CORINTH,38.209,23.288,1.0,0.0,,,,,,,,,,
1881.0,7.0,12.0,,,,2.0,1.0,,0.0,FIJI,FIJI ISLANDS,-16.0,179.0,0.46,1.0,1.0,1.0,,,,,,,,
1953.0,4.0,23.0,16.0,24.0,34.0,1.0,1.0,7.4,0.0,PAPUA NEW GUINEA,"RABAUL, NEW BRITAIN",-4.449,152.868,,2.0,,0.0,,,,,0.013,1.0,,
1905.0,,,,,,2.0,1.0,,0.0,TUNISIA,BALEARIC SEA,37.3,9.9,,1.0,,3.0,,,,,,,,
1862.0,1.0,1.0,8.0,45.0,,3.0,1.0,,0.0,GREECE,IONIAN SEA,38.25,22.25,,0.0,,2.0,,,,,,1.0,,
1846.0,12.0,3.0,,,,2.0,1.0,,0.0,ITALY,TUSCANY,43.3,10.7,,2.0,,3.0,,,,,,,,
1925.0,5.0,15.0,11.0,56.0,57.0,2.0,1.0,7.1,0.0,CHILE,NORTHERN CHILE,-26.0,-71.5,,0.0,,,,,,,,,,
1922.0,3.0,1.0,9.0,10.0,23.0,2.0,1.0,6.0,0.0,PHILIPPINES,SULU SEA,9.0,123.25,,1.0,,0.5,,,,,,2.0,,
1871.0,2.0,20.0,8.0,41.0,,1.0,1.0,7.0,0.0,USA,HAWAII,20.7,-157.0,,1.0,,,,,,,,2.0,,
1978.0,6.0,21.0,,,,2.0,0.0,,0.0,ITALY,"EASTERN ITALY, ADRIATIC SEA",42.0,16.0,0.6,2.0,,4.0,,,,,,1.0,,
1965.0,2.0,4.0,5.0,1.0,21.6,4.0,1.0,8.7,0.0,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.29,178.55,10.7,83.0,3.3,2.5,,,,,0.01,1.0,,
1859.0,11.0,22.0,,,,2.0,1.0,,0.0,AUSTRALIA,TASMANIA,-40.85,145.32,,1.0,,,,,,,,,,
2015.0,7.0,27.0,4.0,49.0,0.0,4.0,1.0,6.9,0.0,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.214,-169.399,0.08,2.0,,,,,,,,,,
1938.0,2.0,13.0,,,,2.0,1.0,6.0,0.0,INDONESIA,BANDA SEA,-3.0,132.3,0.5,1.0,,-0.5,,,,,,1.0,,
2015.0,9.0,16.0,22.0,55.0,26.0,4.0,1.0,8.3,1.0,CHILE,CENTRAL CHILE,-31.573,-71.674,13.6,1094.0,8.4,,15.0,1.0,1.0,14.0,600.0,4.0,2305.0,10044.0
1938.0,6.0,10.0,9.0,53.0,44.6,4.0,1.0,7.6,0.0,JAPAN,RYUKYU ISLANDS,25.321,125.115,1.5,1.0,0.6,0.0,,,,,,1.0,,
1904.0,2.0,2.0,,,,2.0,0.0,,0.0,INDONESIA,CELEBES SEA,1.5,120.8,,1.0,,0.5,,,,,,,,
1897.0,3.0,26.0,,,,3.0,6.0,,0.0,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,,1.0,,,,,,,,1.0,,
2000.0,6.0,18.0,14.0,44.0,13.3,4.0,1.0,7.9,0.0,AUSTRALIA,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,1.0,,,,,,,,,,
1946.0,11.0,13.0,6.0,,,3.0,6.0,,0.0,RUSSIA,N. KURIL ISLANDS,48.092,153.2,,0.0,,,,,,,,,,
2014.0,6.0,23.0,20.0,53.0,7.0,4.0,1.0,7.9,0.0,USA,"ALEUTIAN ISLANDS, AK",51.849,178.735,0.17,20.0,,,,,,,,,,
1868.0,9.0,5.0,2.0,,,2.0,4.0,,0.0,ITALY,CALABRIAN ARC,37.6,15.133,,0.0,,,,,,,,,,
1942.0,5.0,22.0,10.0,30.0,36.0,1.0,1.0,5.8,0.0,COLOMBIA,COLOMBIA,4.6,-74.5,1.0,1.0,,1.0,,,,,,2.0,,
2020.0,6.0,13.0,,,,4.0,9.0,,0.0,USA,GULF OF MEXICO,,,0.5,1.0,,,,,,,,,,
1977.0,8.0,20.0,,,,-1.0,1.0,5.5,0.0,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.1,146.2,0.5,0.0,-1.0,,,,,,,,,
1806.0,12.0,1.0,23.0,,,3.0,1.0,7.5,0.0,PERU,CENTRAL PERU,-12.1,-77.1,1.0,1.0,,0.5,,,,,,1.0,,
1880.0,4.0,14.0,,,,3.0,8.0,,0.0,NORWAY,WESTERN NORWAY,62.083,7.117,,0.0,,3.0,,,,,,,,
1891.0,5.0,19.0,,,,1.0,1.0,,0.0,INDONESIA,"SIGLI, ACEH, SUMATRA",5.4,96.0,,1.0,,,,,,,,,,
1893.0,2.0,9.0,,,,4.0,1.0,6.5,0.0,GREECE,SAMOTHRACE,40.5,25.5,1.0,2.0,,3.0,1.0,,,,,2.0,,
2018.0,9.0,28.0,10.0,2.0,25.0,4.0,3.0,7.5,1.0,INDONESIA,SULAWESI,-0.256,119.846,10.73,291.0,,,4340.0,667.0,3.0,10679.0,1500.0,4.0,3673.0,39191.0
1855.0,7.0,11.0,4.0,15.0,,3.0,3.0,6.0,0.0,USA,S. CALIFORNIA,34.1,-118.1,,1.0,,0.0,,,,,,2.0,1.0,26.0
2007.0,8.0,2.0,3.0,21.0,42.8,4.0,1.0,6.7,0.0,USA,"ALEUTIAN ISLANDS, AK",51.307,-179.971,0.03,1.0,,,,,,,,,,
1997.0,10.0,14.0,9.0,53.0,18.1,4.0,1.0,7.7,0.0,TONGA,TONGA ISLANDS,-22.1,-176.77,0.1,1.0,,,,,,,,,,
1921.0,9.0,11.0,4.0,1.0,38.0,4.0,1.0,7.5,0.0,INDONESIA,JAVA,-11.0,111.0,0.1,3.0,-2.3,-2.0,,,,,,,,
1895.0,7.0,,,,,1.0,8.0,,0.0,USA,S. CALIFORNIA,,,,1.0,,,,,,,,,,
1967.0,10.0,,,,,0.0,8.0,,0.0,USA,"GREWINGK, AK",59.621,-151.106,60.0,1.0,,,,,,,,,,
1941.0,11.0,25.0,18.0,3.0,57.5,4.0,1.0,7.8,0.0,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,37.301,-18.966,0.23,14.0,,2.0,,,,,,,,
1919.0,1.0,1.0,2.0,59.0,57.0,1.0,1.0,8.3,0.0,TONGA,TONGA ISLANDS,-19.6,-176.6,0.4,0.0,,,,,,,,,,
2010.0,4.0,6.0,22.0,15.0,1.5,4.0,1.0,7.8,0.0,INDONESIA,SUMATRA,2.383,97.048,0.44,6.0,,,,,,,,,,
1939.0,8.0,15.0,3.0,52.0,,2.0,1.0,5.6,0.0,CUBA,SANTA CLARA,22.2,-79.1,,1.0,,,,,,,,,,
2012.0,4.0,14.0,22.0,5.0,26.4,4.0,1.0,6.3,0.0,VANUATU,VANUATU ISLANDS,-18.972,168.741,,1.0,,,,,,,,,,
1882.0,7.0,,,,,2.0,2.0,,1.0,VIETNAM,BINH THUAN,10.8,108.1,,1.0,,,,,,,,,,
1837.0,8.0,2.0,,,,-1.0,9.0,,0.0,USA TERRITORY,VIRGIN ISLANDS,,,,1.0,,,,,,,,,,
2012.0,9.0,5.0,14.0,42.0,7.8,4.0,1.0,7.6,0.0,COSTA RICA,COSTA RICA,10.085,-85.315,0.16,4.0,,,2.0,,,20.0,,1.0,,
1909.0,3.0,13.0,14.0,29.0,,4.0,1.0,7.5,0.0,JAPAN,OFF BOSO PENINSULA,34.5,141.5,,1.0,-1.0,,,,,,,1.0,,
1928.0,3.0,31.0,0.0,29.0,47.0,1.0,1.0,6.5,0.0,GREECE,EAST AEGEAN,38.1,27.4,,1.0,,2.0,170.0,,,700.0,,4.0,2600.0,
2007.0,5.0,19.0,,,,3.0,7.0,,0.0,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,10.0,2.0,,,,,,,,1.0,,
1926.0,1.0,9.0,,,,2.0,8.0,,0.0,USA,"BERNARD, ME",44.233,-68.35,3.0,3.0,,,,,,,,,,
1996.0,12.0,2.0,22.0,17.0,59.2,4.0,1.0,6.7,0.0,JAPAN,SEA OF JAPAN,31.789,131.314,0.2,4.0,-2.3,-2.0,,,,,,,,
1851.0,12.0,16.0,,,,1.0,0.0,,0.0,ITALY,LIVORNO,,,,0.0,,,,,,,,,,
1948.0,1.0,24.0,17.0,46.0,40.0,3.0,1.0,8.3,0.0,PHILIPPINES,SULU SEA,10.5,122.0,,1.0,1.0,1.5,74.0,,,,3.5,2.0,,
2006.0,9.0,28.0,6.0,22.0,9.7,4.0,1.0,6.9,0.0,SAMOA,SAMOA ISLANDS,-16.592,-172.033,0.08,1.0,,,,,,,,,,
1905.0,11.0,24.0,,,,2.0,1.0,,0.0,VANUATU,PORT VILA,-17.7,168.3,,1.0,,,,,,,,,,
1879.0,4.0,27.0,6.0,45.0,,2.0,0.0,,0.0,NEW ZEALAND,GREYMOUTH,-42.45,171.21,0.9,1.0,,,,,,,,,,
1851.0,5.0,26.0,18.0,14.0,,2.0,1.0,7.2,0.0,CHILE,NORTHERN CHILE,-27.35,-70.35,3.0,2.0,1.6,2.0,,,,,,3.0,,
1899.0,2.0,3.0,,,,1.0,0.0,,0.0,PORTUGAL,AZORES,38.64,-28.03,10.0,1.0,,,1.0,,,,,2.0,,
1949.0,9.0,5.0,2.0,54.0,1.0,0.0,1.0,6.4,0.0,PHILIPPINES,NORTHERN LUZON ISLAND,17.0,121.5,0.1,1.0,,-4.0,,,,,,,,
1854.0,1.0,4.0,,,,2.0,1.0,6.0,0.0,INDONESIA,BANDA SEA,-3.5,128.6,,1.0,,0.0,,,,,,,,
1859.0,8.0,25.0,,,,3.0,1.0,6.2,0.0,EL SALVADOR,EL SALVADOR,13.33,-87.81,,1.0,1.0,1.5,,,,,,1.0,,
1817.0,8.0,23.0,8.0,,,3.0,1.0,6.8,0.0,GREECE,CORINTHOS-PATRAS GULF,38.3,22.1,5.0,2.0,,3.0,,,,,,,,
1846.0,10.0,24.0,,,,3.0,1.0,,0.0,ITALY,TUSCANY,,,,0.0,,,,,,,,,,
1911.0,6.0,15.0,14.0,26.0,,4.0,1.0,8.0,0.0,JAPAN,RYUKYU ISLANDS,28.0,130.0,,2.0,1.0,1.5,12.0,,,,,3.0,422.0,
1961.0,1.0,16.0,7.0,20.0,0.0,4.0,1.0,6.8,0.0,JAPAN,"KASHIMA, JAPAN",36.0,142.3,0.4,5.0,-1.3,-2.0,,,,,,,,
1892.0,11.0,15.0,11.0,20.0,,1.0,1.0,,0.0,ITALY,TYRRHENIAN SEA,40.54,13.0,,0.0,,,,,,,,,,
1820.0,3.0,1.0,,,,2.0,6.0,,0.0,USA,"E. ALEUTIAN ISLANDS, AK",54.52,-164.65,,1.0,,0.5,,,,,,,,
1994.0,11.0,4.0,4.0,12.0,,4.0,8.0,,0.0,USA,"SKAGWAY, AK",59.5,-135.3,9.0,2.0,3.5,2.5,1.0,,,,25.0,4.0,,
1927.0,12.0,1.0,4.0,37.0,27.0,3.0,1.0,6.3,0.0,INDONESIA,SULAWESI,-0.7,119.7,15.0,2.0,3.9,3.0,50.0,,,50.0,,3.0,,
1818.0,2.0,20.0,18.0,15.0,,4.0,1.0,6.0,0.0,ITALY,EASTERN SICILY,37.6,15.133,,1.0,,3.0,72.0,,,,,,,
2011.0,1.0,9.0,10.0,3.0,44.2,4.0,1.0,6.5,0.0,VANUATU,VANUATU ISLANDS,-19.157,168.311,0.03,1.0,,,,,,,,,,
1923.0,1.0,22.0,9.0,4.0,18.0,0.0,1.0,7.2,0.0,USA,N. CALIFORNIA,40.8,-124.5,0.1,1.0,-2.0,,,,,,,1.0,,
